id,name,description,address,city,state,state1,zip_code,telephone1,email1,website1,website_screenshot_url,uuid_id,name_slug,approved,services,certification,business_products_services
1631,"SolarTime, Inc.","SolarTime is an Orange County-based company with a focus on ethical, transparent, and experienced professionals. They have industry award recognition and offer solutions from the US, Japan, and Germany backed by a 25-year warranty. Their goal is to provide optimal long-term results and seamless solar installation experiences.","14371 Euclid Street, Suite 2F, Garden Grove, CA 92843",Garden Grove,California,CA,92843,714 0 6060,wtran@gosolartime.com,https://www.gosolartime.com,,,,,,,"SolarTime, Inc. offers customized solar power and battery backup solutions for residential and commercial clients. They provide services including solar panel installation, roofing, and financing options. They are also approved installers for the EASE program, which offers cash rebates for solar energy systems."
1632,Solartronics USA,"Solartronics USA is dedicated to providing quality installations of solar photovoltaic systems and Generac generator installations. The company started its activities in the USA, California, and has been serving customers since 2015.","1449, Linville Lane, Colton, CA, 92324",Colton,California,CA,92324,1 0 8217 580,info@solartronicsusa.com,https://www.solartronicsusa.com,,,,,,,"Solar Energy Systems, Generator Installations, and Renewable Energy Solutions"
1633,Solarugreen,"Solarugreen has been dedicated to providing innovative renewable energy solutions in DFW since 2015 and Houston since 2021. They offer a range of turnkey energy solutions for homes and businesses, focusing on reducing electricity costs and providing emergency power protection.","732 W Hurst Blvd, Suite 112, Hurst, Texas, 76053",DFW,Texas,TX,75001,682 718 4741,info@solarugreen.com,https://www.solarugreen.com,,,,,,,"Solar panels, battery storage, standby generators, EV charging solutions, and renewable energy technologies."
1634,SolarUp,"SolarUp is helping lead our community and the world to a brighter energy future one home, business, school, and farm at a time.",United States,Not provided,,nan,10001,123 456 780,,https://www.gosolarup.com,,,,,,,"Solar Power for Home, Commercial, and Agricultural use. Free consultation, design, installation, and financing options."
1635,Solarus Electrical Service,"Solarus Electrical Service is a company owned and operated by Clark Shields, located in Santa Cruz, California. They serve customers from San Jose to Santa Cruz and are available by appointment. The company focuses on providing high-quality design, equipment, and installation at reasonable prices, with a commitment to creative control and low overhead costs.","P.O. Box 2211, Aptos, CA 95001",Aptos,California,CA,95001,831 246 122,clark@solarus.us,https://www.solarus.us/,,,,,,,"Design and installation of solar power systems, grid-tied and off-grid solar electrical systems for homes and businesses, residential remodel specialist and service electrician, light industrial electrical, lighting, panel upgrades, troubleshooting, title 24 energy-saving upgrades, computer, telephone, TV cable, standby generators, hot tubs"
1636,SolarVue AI,"SolarVue AI is a company that specializes in AI-driven solar solutions. They have installed over 20,000 systems across 37 states, offering expertise in solar technology and custom-designed systems to maximize energy savings and efficiency.",,,"Arizona, Arkansas, California, Colorado, Connecticut, Delaware, Florida, Georgia, Illinois, Kansas, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Montana, Nevada, New Hampshire, New Jersey, New Mexico, North Carolina, Ohio, Oklahoma, Oregon, Pennsylvania, Puerto Rico, Rhode Island, South Carolina, Texas, Vermont, Virginia, Washington, Wisconsin",,,,,https://solarvue.ai/,,,,,,,"AI-driven solar solutions for homes and businesses, including 24/7 outage protection, licensed professionals, 30-year warranty, custom solar designs, and smart solar systems."
1637,SolarWind Panel Installation San Antonio LLC,"SolarWind Panel Installation San Antonio LLC is a company dedicated to providing sustainable and reliable solar energy solutions. With a decade of proven expertise, they offer a range of services including residential and commercial solar panel installations, ground-mounted solar installations, off-grid solar systems, solar carports, energy monitoring, storage solutions, and maintenance services. They are committed to using cutting-edge technology and providing customized solar solutions tailored to each customer's specific needs.","613 East Locust Street, San Antonio, TX, 78212",San Antonio,Texas,TX,78212,210 756 1442,info@solarpanelsanantonio.com,https://www.solarpanelsanantonio.com,,,,,,,"Residential Solar Panel Installation, Commercial Solar Panel Installation, Ground Mounted Solar Installations, Off Grid Solar System Installation, Solar Carport and Canopy Installations, Solar Energy Monitoring and Analytics, Solar Energy Storage Solutions, Financing and Incentive Consultation, Solar Panel Maintenance and Cleaning, Solar Panel Recycling and Disposal Services, Solar Panel System Design and Consultation, Solar Panel System Upgrades and Expansion"
1638,SolarWinds Energy,"SolarWinds Energy has been serving the San Francisco Bay Area and Central California alternative energy community since 2001. The company specializes in energy efficiency and renewable technologies, offering quality and reliable name-brand products.","Solano Way #11, Concord, CA, 94520",Concord,California,CA,94520,888 866 8117,sale@solarwinds-energy.com,https://www.solarwinds-energy.com,,,,,,,"Energy efficiency and renewable technologies, including solar energy installation, electrical service upgrades, electric vehicle chargers, domestic solar thermal water heating, and general construction."
1639,SolarWorks NJ,"SolarWorks NJ is a company dedicated to providing sustainable energy solutions through solar technology. With a focus on innovation and customer satisfaction, they help clients reduce their carbon footprint and energy costs.","900 Route 168, Suite A-5, Turnersville, NJ, 08012",New Jersey,New Jersey,NJ,7001,856 232 6363,info@solarworksnj.com,https://www.solarworksnj.com,,,,,,,"SolarWorks NJ offers solar energy solutions, including installation, maintenance, and consulting services. They provide a range of solar products and services tailored to residential and commercial clients."
1640,SolarWRX,"At SolarWRX we harness the sun, to unleash your wallet. Why SolarWRX? Simple -","1733 N Greenfield Rd #101, Mesa, AZ, 85205",Mesa,Arizona,AZ,85205,480 200 73,info@solarwrx.com,https://www.solarwrx.com,,,,,,,"We handle all of the heavy lifting, from the initial plans, permits and all required paperwork. Savings - No more uncertainty with RISING utility rates. You take control of your power and pay less for clean energy. 25 Year Warranty - We offer monitoring and protection on your solar panels so you can benefit from peace of mind. Installation - We have the expertise and attention to detail to make sure your system is installed to the highest standards."
1641,SolarX,"SolarX aims to help customers navigate the solar industry by providing comprehensive information and services. They offer a free online analysis to determine the lowest cost solar options for homes, along with educational resources and a referral program.","Las Vegas, Nevada, 89117",Not provided,Nevada,NV,89117,7028204666,,https://www.solarxsolutions.com,,,,,,,Solar system installations and analysis services
1642,SolarZone,"SolarZone is a Texas-based firm that specializes in solar-powered solutions. They are known for their transparency, efficiency, and expertise. The company uses high-quality products that are warrantied and insurable, designed to withstand the challenging Texas climate.","6921 Independence Pkwy, Ste. 210, Plano, TX, 75023",Plano,Texas,TX,75023,1 432 553 8658,Info@Solarzone.solar,https://www.solarzone.solar,,,,,,,"Solar panel installation, electrical contracting, and roofing expertise. They offer solutions for residential and commercial properties, with a focus on the Texas market. They also provide a virtual office, market place, and referral programs."
