id,name,description,address,city,state,zip_code,phone,email,website,services
341,HomePro Solutions,Website not found. The site is either not published or does not have a domain assigned to it.,"9010 Brentwood Blvd, Suite F, Brentwood, CA, 94513",CA,CA,94513,19254641001,,http://www.homeprosolutions.com,"[""Website not found. The site is either not published or does not have a domain assigned to it.""]"
342,A National Electric Service Inc.,"Solar Energy Company, Solar Panel Installations and Solar Panel Repairs. Offers full service solar installations, Tesla Lithium-Ion Batteries and Tesla Power Wall","Lake Placid, FL, 33852",FL,FL,33852,,nick.porretto@anationalelectricservice.com,http://anationalelectricservice.com/,"[""Solar Energy Company, Solar Panel Installations and Solar Panel Repairs. Offers full service solar installations, Tesla Lithium-Ion Batteries and Tesla Power Wall""]"
343,"ABS Alaskan, Inc.","Renewable energy solutions, including solar, wind, hydro power systems, inverters, pumps, electrical components, battery supply, appliances, lighting, and towers & parts.",Not provided,,AK,,1907522002,akbattery@absak.com,http://absak.com,"[""Renewable energy solutions, including solar, wind, hydro power systems, inverters, pumps, electrical components, battery supply, appliances, lighting, and towers & parts.""]"
344,"Groves Electric, Inc.","Commercial, industrial, and residential electrical work, including new construction, rewiring, renovations, service requests, and electrical updates.","5963 Dayton Boulevard, Suite 105 Chattanooga, TN, 37415",TN,TN,37415,14238473300,,http://www.groveselectric.net,"[""Commercial, industrial, and residential electrical work, including new construction, rewiring, renovations, service requests, and electrical updates.""]"
345,Associated Community Solar Sciences,solar power and alternative energy installations,"2000 W. Madison Ave, Montebello, CA, 90640",CA,CA,90640,13107752095,info@solarsciences.biz,http://solarsciences.biz/,"[""solar power and alternative energy installations""]"
346,Dynamic Solar & Electrical,"Residential and commercial solar installation, maintenance, and removal/re-installation services","26775 N 74th Ave, Peoria, AZ, 85383
United States",AZ,AZ,85383,16236060542,Garrett@dynamicsolaraz.com,http:///,"[""Residential and commercial solar installation, maintenance, and removal/re-installation services""]"
347,"Innovative Engineering Solutions, Inc.","Environmental consulting services for the remediation of contaminated properties, including chemical facilities and manufactured gas plants, with a focus on bioremediation, hydrocarbon cleanup, regulatory compliance audits, and manufactured gas plant cleanup. Additionally, sustainable technology and energy efficiency services, including solar, biogas, geothermal, biomass, and landfill-gas-to-energy technologies.","PO Box 433, West Falmouth, MA, 02754",MA,MA,2754,15086680033,,http://Not provided,"[""Environmental consulting services for the remediation of contaminated properties, including chemical facilities and manufactured gas plants, with a focus on bioremediation, hydrocarbon cleanup, regulatory compliance audits, and manufactured gas plant cleanup. Additionally, sustainable technology and energy efficiency services, including solar, biogas, geothermal, biomass, and landfill-gas-to-energy technologies.""]"
348,Greenpoint Solar and Electrical,"Expert energy services, including solar installation, EV charging stations, electrical service upgrades, generator installations, energy storage installations, and more for residential, commercial, and agricultural applications.","5570 Searsville Rd, Pine Bush, NY 12566",Pine Bush,NY,12566,18452069551,,http://www.greenpointsolarandelectrical.com,"[""Expert energy services, including solar installation, EV charging stations, electrical service upgrades, generator installations, energy storage installations, and more for residential, commercial, and agricultural applications.""]"
349,Adams Electric Inc.,"Electrical contractor specializing in maintenance, troubleshooting, repair, and upgrading of existing commercial, industrial, and residential electrical systems.","320 South Santa Fe Avenue
Pueblo, CO 81003","320 South Santa Fe Avenue
Pueblo",CO,81003,18555813664,,http://adamspower.com,"[""Electrical contractor specializing in maintenance, troubleshooting, repair, and upgrading of existing commercial, industrial, and residential electrical systems.""]"
350,Gimenergy,"Gimenergy provides a wide range of residential and commercial services. Residential products: $0 down solar to heating & air conditioning, windows & doors, insulation, landscaping, and home remodeling. Commercial products: Commercial solar, heating & air conditioning, and new construction. Energy storage: provides residential and commercial storage solutions. EPC contractor: Gimenergy provides engineering, procurement, and design for many projects. We specialize in utility scale solar operations.","3108, Glendale Blvd, #138, Los Angeles, CA, 90039",CA,CA,90039,18189005471,info@gimenergy.com,http://www.gimenergy.com,"[""Gimenergy provides a wide range of residential and commercial services. Residential products: $0 down solar to heating & air conditioning, windows & doors, insulation, landscaping, and home remodeling. Commercial products: Commercial solar, heating & air conditioning, and new construction. Energy storage: provides residential and commercial storage solutions. EPC contractor: Gimenergy provides engineering, procurement, and design for many projects. We specialize in utility scale solar operations.""]"
351,Allied Veterans,"Veteran-owned business providing Roofing, Solar & HVAC systems.","3568 Agate Dr#20, Santa Clara, CA, 95051",CA,"CA, SC, FL",95051,16504494438,info@alliedveterans.net,http://www.alliedveterans.net/,"[""Veteran-owned business providing Roofing, Solar & HVAC systems.""]"
352,solar company,"ELECTRIC AND PV MODULES SYSTEMS, Solar Array Installation High and Low voltage, WE INSTALL BIRD NETTING OUTLET AND CHARGING STATIONS FOR ELECTRIC STATIONS, Reliable Upgrades & Solar, maintenance and roofing services","3742 Mission Street, San Francisco, California, 94110",California,,94110,14156587670,filler@godaddy.com,http://www.godaddy.com/websites/website-builder?isc=pwugc&utm%5Fsource=wsb&utm%5Fmedium=applications&utm%5Fcampaign=en-us%5Fcorp%5Fapplications%5Fbase,"[""ELECTRIC AND PV MODULES SYSTEMS, Solar Array Installation High and Low voltage, WE INSTALL BIRD NETTING OUTLET AND CHARGING STATIONS FOR ELECTRIC STATIONS, Reliable Upgrades & Solar, maintenance and roofing services""]"
353,G&G Systems,"Full service electrical contractor offering a plethora of systems and equipment. Services include electrical, low voltage, distributed antenna systems, fire protection, and solar photovoltaic systems.","4340 W. Hacienda Ave, Las Vegas, NV, 89118",NV,NV,89118,17027980995,sales@ggsystems.net,http://ggsystems.net,"[""Full service electrical contractor offering a plethora of systems and equipment. Services include electrical, low voltage, distributed antenna systems, fire protection, and solar photovoltaic systems.""]"
354,All Suncoast Electric,"Electrical Services ranging from New Services Installations in the Pre-Construction phase, to troubleshooting requests. Generac dealer as well as licensed for the installation and maintenance on generators.","2855 Kirby Cir NE., Palm Bay, Florida, 32905",Florida,FL,32905,13212884109,allsuncoast2@gmail.com,http://www.allsuncoastelectric.com,"[""Electrical Services ranging from New Services Installations in the Pre-Construction phase, to troubleshooting requests. Generac dealer as well as licensed for the installation and maintenance on generators.""]"
355,"John T. Bates, Electrician",Electrical services to both residential and commercial customers.,"26 Riverside Dr., Florence, Massachusetts, 01062",Massachusetts,MA,1062,14133741083,john@johntbateselectrician.com,http://www.johntbateselectrician.com,"[""Electrical services to both residential and commercial customers.""]"
356,Energy Systems Development,"ESD provides turn-key solutions: from design through system activation, ESD is with you every step of the way. ESD's co-generation system reduces operating costs. ESD's SeamlessPowr™ Technology increases your energy security. ESD provides innovative project financing: install a system with no out of pocket expenses.","5420 Douglas Blvd, Suitef F, Granite Bay, CA 95746",Granite Bay,CA,95746,19167724936,,https://www.esdevelop.com,"[""ESD provides turn-key solutions: from design through system activation, ESD is with you every step of the way. ESD's co-generation system reduces operating costs. ESD's SeamlessPowr™ Technology increases your energy security. ESD provides innovative project financing: install a system with no out of pocket expenses.""]"
357,"CVET Services, LLC","Creative innovation for your business, including project management, solar energy, lighting & energy efficiency, bio fuels, site development, systems integration & automation, and petroleum services.","PO Box 149, Adamstown, MD, 21710",MD,MD,21710,13018741574,info@cvetllc.com,https://www.cvetllc.com,"[""Creative innovation for your business, including project management, solar energy, lighting & energy efficiency, bio fuels, site development, systems integration & automation, and petroleum services.""]"
358,Grenergy Solar,"Your Trusted Partner for All Your Solar Energy Needs. We provide solar energy systems, battery back-up, electric vehicle chargers, and maintenance & monitoring care.","520, Sheffield Plain, Sheffield, MA, 01257",MA,MA,1257,14132290049,,https://www.grenergysolar.com,"[""Your Trusted Partner for All Your Solar Energy Needs. We provide solar energy systems, battery back-up, electric vehicle chargers, and maintenance & monitoring care.""]"
359,Job E Roofing,Not Found,"3026 West 48th Street, Los Angeles, CA 90043",Los Angeles,CA,90043,13232939684,,http://www.joberoofing.com,"[""Not Found""]"
360,A-Z Best Roofing Gutters & Copper Work Experts,"Roofing and siding services, re-roofing, new construction roofing, siding and gutters services, solar panel installations","Fairfield County, Connecticut",Fairfield County,"CT, NY",,12039185226,azbest@azbestroofing.com,http://www.azbestroofing.com,"[""Roofing and siding services, re-roofing, new construction roofing, siding and gutters services, solar panel installations""]"
361,Achievers Inc.,"Home improvements including bathroom remodel, kitchen remodel, windows, door installation, sunroom & screen room, flooring installs, electrical, patio tops & decks, roofing, siding, solar, CAPS (Aging in Place), Maintenance/Handyman Services, Disaster Restoration, Acrylic Replacement.","304 Downing Pines Road, Suite A, West Monroe, LA 71292",West Monroe,"LA, AK, MS",71292,13183250555,,http://www.achieversinc.com,"[""Home improvements including bathroom remodel, kitchen remodel, windows, door installation, sunroom & screen room, flooring installs, electrical, patio tops & decks, roofing, siding, solar, CAPS (Aging in Place), Maintenance/Handyman Services, Disaster Restoration, Acrylic Replacement.""]"
362,"Above All Roofing Solutions, Inc.","Commercial and home roofing authority for repairs, replacements, and inspections of all types of roofing systems. Services include: Residential Roofs, Industrial Roofs, Commercial Roofs, Roofing Repairs, Gutters & Downspouts, Roof Inspections, Solar Panels.","100 Gilman Ave., Ste B, Campbell, CA, 95008",CA,CA,95008,14083859494,info@aboveallroofingsolutions.com,http://www.aboveallroofingsolutions.com,"[""Commercial and home roofing authority for repairs, replacements, and inspections of all types of roofing systems. Services include: Residential Roofs, Industrial Roofs, Commercial Roofs, Roofing Repairs, Gutters & Downspouts, Roof Inspections, Solar Panels.""]"
